z_moment_1,z_moment_2,z_moment_3,z_moment_4,z_moment_5,z_moment_6,z_moment_7,z_moment_8,z_moment_9,z_moment_10,z_moment_11,z_moment_12,z_moment_13,z_moment_14,z_moment_15,z_moment_16,z_moment_17,z_moment_18,z_moment_19,z_moment_20,z_moment_21,z_moment_22,z_moment_23,z_moment_24,z_moment_25,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,hu_moment_7,Image_Name,year,genus,length,family,order,quality,method
0.3183098861760668,0.0066287595606167,0.4380868568759635,0.1698871984788366,0.0360753392408229,0.0173137783921757,0.1630289614359709,0.2192282753687978,0.1084247392989785,0.0295320061598074,0.0155286433470064,0.0325988675920451,0.0070321275491426,0.0273820159751157,0.1243483557300728,0.0741542931478364,0.01712127566365,0.0243744349654516,0.0080843162757354,0.038018619252539,0.081370188625,0.0904875315658486,0.0111552383285197,0.0650857124100521,0.0546151734540757,0.2172262441334103,0.0212296457617825,0.0002844897839502,8.777382476633727e-05,1.3870140357627694e-08,1.2788988182140872e-05,-3.848963063119846e-12,Tripneustes gratilla Reunov_Hodgson_1994.jpg,1994.0,Tripneustes,3.5,Toxopneustidae,Camarodonta,H,TEM
0.3183098861758537,0.0236131123785514,0.489842171034489,0.1708581005487178,0.1083776411366674,0.0378022546133446,0.2569590266068557,0.2906139822395851,0.096408232150791,0.0012641175816048,0.0143424431310383,0.0671173430049411,0.0989552637793497,0.1821450577799211,0.1365613993373281,0.0655987237582033,0.09441662517096,0.0047582724247919,0.0681294452435594,0.0697565744703163,0.0794195456135236,0.0135973450112292,0.0886402607321732,0.0545859255089252,0.0555992143168007,0.2763923905837033,0.0455667856906213,0.0052113598391741,0.0022206319758224,7.55423357357629e-06,0.0004740239450503,1.2216247035861342e-09,Paracentrotus lividus Zentgraf_et_al_1984.jpg,1984.0,Paracentrotus,4.5,Parechinidae,Camarodonta,H,TEM
0.318309886185964,0.0116197472758937,0.4419507231958535,0.1627684492003017,0.0781235258522864,0.0431449869690512,0.1581904294558172,0.2153346276293204,0.0980409093420426,0.0143027575431323,0.018270097259921,0.0535051070719189,0.012448650414898,0.0459014826898284,0.0995841735584063,0.0705974601827841,0.0637641904823027,0.0630701288753713,0.0344083614859267,0.0499148569216705,0.0434108935030647,0.0977646734175903,0.010167497546261,0.0540594729449099,0.0550800236297047,0.2208873406944961,0.021196081453342,0.0013394057926765,0.0003762562276725,2.671045644821502e-07,5.477827062532159e-05,-3.2538068545605555e-10,Lytechinus pictus Bibring_et_al_1984.JPG,1984.0,Lytechinus,,Toxopneustidae,Camarodonta,L,LM
0.3183098861865367,0.0131709154864621,0.4349827807058906,0.15163513091386,0.0624805324054735,0.0386875855226288,0.1218177621022488,0.1961732880587906,0.0812388936346411,0.0323630821309235,0.014402067057726,0.0552834150916962,0.0458207455127569,0.0124378539308789,0.0747183687948277,0.0535164042430182,0.0570344844300283,0.0419532985741799,0.0474893731600167,0.052032014951826,0.0587707091587217,0.120399803569032,0.0254168358429912,0.0240013381120519,0.0432496059070718,0.2095192454626288,0.0165744193537047,0.0010613295728591,0.0002514982091875,1.2993518852933897e-07,3.237801828989447e-05,-2.328490088913805e-10,Paracentrotus lividus Limatola_et_al_2021.JPG,2021.0,Paracentrotus,,Parechinidae,Camarodonta,H,SEM
0.3183098861831569,0.0840645171236882,0.3953624047244587,0.2773364540460174,0.3077683106979487,0.0059792974843465,0.060646614469851,0.5476616786714207,0.2056294719725612,0.0971032786780748,0.2894066842583065,0.0543051341818247,0.0892593579799775,0.5125204543348947,0.4512703766541598,0.1611897008440141,0.2474971962843353,0.3976805004275868,0.1611235801725399,0.0875624607219741,0.1941426040739492,0.1527578303008195,0.6471936302429271,0.3258021940606089,0.1381726375340292,3.4366362913333433,11.672847685091323,15.38413881213832,14.91275641127416,225.8777645566677,50.95025112213181,-0.0018012546160055,Aspidodiadema jacobyi Eckelbarger_et_al_1989.jpg,1989.0,Aspidodiadema,26.0,Aspidodiadematidae,Aspidodiadematoida,H,LM
0.3183098861904231,0.0172895350904863,0.4343584554484166,0.2113411311967157,0.0786160618550044,0.0225482022736145,0.239485937481761,0.302565890589509,0.1454292586105453,0.0227528404145127,0.0410286799546104,0.0504071561998914,0.1730502630973061,0.1510463480044128,0.2019997282351613,0.1000895392554372,0.0232683131783206,0.0273134638595336,0.00419461303357,0.0641908131213848,0.0822661176849388,0.0392568541860507,0.0951515573267702,0.1171255222953421,0.07012201028036,0.2971076692116949,0.0607371749787111,0.0022299699893842,0.0010584767165786,1.6261906436501097e-06,0.0002608605021094,-4.2828249180289947e-10,Strongylocentrotus purpuratus Vacquier_Hirohashi_2004B.png,2004.0,Strongylocentrotus,,Strongylocentrotidae,Camarodonta,H,TEM
0.3183098861799125,0.0041787785175211,0.3440252396373799,0.1939298374049222,0.0135748789514898,0.011639894485494,0.0807913251446748,0.1718196241279908,0.1101436438461078,0.0353108787612765,0.0176369791874761,0.0298592773498238,0.007211677345946,0.0398189315542243,0.0555102813793544,0.0568576230564009,0.0183817190532094,0.0098276587059083,0.0122084731576031,0.0311029330700253,0.0886615442322915,0.0714033907838313,0.0748954790022634,0.0196742120042167,0.029347246212142,0.2095680041407361,0.0181486884509787,6.666724596403373e-05,9.58600673594752e-06,2.4229905096892575e-10,1.2910447786232115e-06,-4.065970870204051e-12,Psammechinus miliaris Uhlig_et_al_1975C.jpg,1975.0,Psammechinus,,Parechinidae,Camarodonta,L,LM
0.3183098861779896,0.0214238154611782,0.4929315110146603,0.1611204899721693,0.1060942277608294,0.0395807512031367,0.2501358848937444,0.2636263716428539,0.0941886272951518,0.0095211451438778,0.000613097296562,0.0616403097991796,0.0614448909199962,0.144093479442795,0.1291105379191043,0.0669182813058675,0.085267197414933,0.0310418751557886,0.0569190894139128,0.0629413700591713,0.0224669583666419,0.0506370608324578,0.0702462911255786,0.062157666695367,0.0563966221469324,0.2563108877526476,0.035690112777429,0.0040491736718717,0.001669053219303,4.3389878996816774e-06,0.0003153144459888,-1.8705161090594767e-09,Phrissocystis multispina Eckelbarger_1994.jpg,1994.0,Phrissocystis,5.0,Macropneustidae,Spatangoida,H,TEM
0.3183098861746321,0.0218077900853496,0.4139142794545454,0.2399818888344862,0.09231352059309,0.0185312541759173,0.2312645485920736,0.3612994287608977,0.1729577736526818,0.0372088769019605,0.0747378346215338,0.0532803116589085,0.2347346958991323,0.226280994720412,0.2636164489227989,0.1250073197449129,0.0326249612051905,0.0016006271189439,0.014407639381879,0.0711208640182674,0.2268285787616521,0.1244756014937513,0.1877901132258157,0.1641430114814501,0.0944024070548066,0.3929528654435226,0.1249094594392465,0.0052598640890288,0.0030157725649612,1.201116415338524e-05,0.0010658494227979,-5.0167088818889196e-09,Calocidaris micans Eckelbarger_et_al_1989.jpg,1989.0,Calocidaris,6.0,Cidaridae,Cidaroida,H,LM
0.3183098861844887,0.0151519545577216,0.4888525054660281,0.1925449590732107,0.1001055054913363,0.0283898672623056,0.3089701206431632,0.3156778986476891,0.135579273832656,0.028032060385167,0.0328069110784707,0.0470361228582043,0.1900862755075284,0.2152751513742378,0.2156710332286862,0.1040258157332684,0.0244163641518799,0.0153184705532141,0.0005163846961847,0.0550329117491788,0.1147347207982177,0.0747747934030865,0.1474965892447828,0.1534829041203458,0.0838563660967721,0.3112028855252627,0.0687233195552756,0.0037651593097029,0.0021694336939565,6.200279117300334e-06,0.0005687191791875,-1.2808726425557382e-09,Hemicentrotus pulcherrimus Rothschild_1956b.jpg,1956.0,Hemicentrotus,,Strongylocentrotidae,Camarodonta,H,TEM
